id,open_date,name,location,lat,lon,threat,commodity,max_ptl_release_gallons,description,year,month,commodity_key_tokens,description_key_tokens
9343,2016-08-17,Ferry Caribbean Fantasy,"San Juan, Puerto Rico",18.48289235,-66.13649368,Oil,Passenger & car ferry / cruise ship,263718.0,,2016,8,"[('Passenger & car', 'ORG')]",
9344,2016-08-17,F/V Lydia & Maya,Downeast Maine,43.58333333,-68.0,Oil,Diesel,3000.0,,2016,8,[],
9340,2016-08-16,"CIPL Drift River Crude Oil Spill, Cook Inlet, Alaska","Tyonek, AK 99682, USA",60.602627000000005,-152.17416599999999,Oil,crude,,"On July 2, 2016, the Cook Inlet Pipe Line Company (CIPL) reported that 14 gallons of crude oil was released inside a valve box and one gallon to the ground at the Drift River Terminal Facility (DRT facility), on the west side of Cook Inlet, Alaska.  On July 29, CIPL also reported a crude oil stain at the surface of one of the buried 20-inch fill line blind flanges in the pipe corridor between Tanks 1 and 4. The quantity of this spill is unknown.",2016,8,[],"[('July 2, 2016', 'DATE'), ('the Cook Inlet Pipe Line Company', 'ORG'), ('CIPL', 'ORG'), ('14 gallons', 'QUANTITY'), ('one gallon', 'QUANTITY'), ('the Drift River Terminal Facility', 'ORG'), ('Cook Inlet', 'GPE'), ('Alaska', 'GPE'), ('July 29', 'DATE'), ('CIPL', 'ORG'), ('one', 'CARDINAL'), ('1', 'CARDINAL'), ('4', 'CARDINAL')]"
9341,2016-08-16,"Valdez Diesel Spill, Port Valdez, Alaska","North Pacific Ocean, United States",61.12157,-146.35134,Oil,Diesel with red dye,,"On August 16, 2016, USCG Marine Safety Unit (MSU) Valdez reported a discharge of diesel to Port Valdez, Alaska.  Estimated discharge amount is 350 - 650 gal diesel w/ red dye.  MSU Valdez is requesting a fates analysis and trajectory.",2016,8,[],"[('August 16, 2016', 'DATE'), ('USCG Marine Safety Unit', 'ORG'), ('MSU', 'ORG'), ('Valdez', 'ORG'), ('Port Valdez', 'GPE'), ('Alaska', 'GPE'), ('350', 'CARDINAL')]"
9337,2016-08-15,F/V McCalis,North Pacific Ocean,42.78333333,-124.7,Oil,,,"At approximately 6 PM, Aug 14 NOAA HDO received a call from USCG Sector North Bend about a F/V taking on water approximately 8 miles offshore of Cape Blanco, OR. All persons aboard were rescued. Trajectory and fate information was requested for the 600 gallons of diesel fuel aboard.",2016,8,,"[('approximately 6 PM', 'TIME'), ('Aug', 'PERSON'), ('F', 'PRODUCT'), ('approximately 8 miles', 'QUANTITY'), ('Cape Blanco', 'GPE'), ('600 gallons', 'QUANTITY')]"
9336,2016-08-13,Honeywell Sulfuric Acid Release,"Geismar, LA 70734, USA",30.22916667,-91.0,Chemical,Sulfuric Acid,800.0,,2016,8,[],
9335,2016-08-13,UTV Jackson Aaron,Mississippi Mile Marker 768.2,35.524077,-89.948981,Oil,Marine Diesel,94000.0,,2016,8,"[('Marine Diesel', 'PERSON')]",
9334,2016-11-08,"Mustard Gas Incident, Barnegat Light, NJ","Atlantic City, New Jersey",39.73,-73.92,Chemical,Mustard Gas,,"On the morning of August 10, 2016, USCG Sector Del Bay notified the NOAA SSC about a commercial clam vessel possibly dredging up a canister believed to contain mustard gas. It is believed that a crew member became exposed to the contents of the canister and required medical attention. USCG, NJ Dept of Health are currently investigating the incident.",2016,11,[],"[('the morning of August 10, 2016', 'TIME'), ('USCG', 'ORG'), ('NJ Dept of Health', 'ORG')]"
9333,2016-10-08,Kingwood Exploration Pipeline Leak,"JD Murphree WMA, Port Arthur, TX",29.775,-93.98527778,Oil,Crude oil,2100.0,,2016,10,[],
9332,2016-03-08,Timbalier Bay mystery sheen,"Timbalier Bay, LA",29.11222222,-90.2975,Oil,unknown/rainbow potentially oil,,"On August 3, 2016, NOAA was contacted by USCG MSU Houma regarding a 1.5mi x 0.5mi rainbow sheen reported at 0830CDT.  A trajectory and resources at risk was requested.  Source unknown, commodity of concern unknown.",2016,3,[],"[('August 3, 2016', 'DATE'), ('NOAA', 'ORG'), ('USCG MSU Houma', 'ORG'), ('1.5mi', 'CARDINAL'), ('0830CDT', 'CARDINAL')]"
9331,2016-02-08,TPIC Wellhead Leak,"Main Pass 35 Block, Offshore LA",29.45111111,-89.40333333,Oil,Lousiana Crude Oil/Natural Gas,4200.0,,2016,2,"[('Lousiana Crude Oil/Natural Gas', 'ORG')]",
9330,2016-07-29,NMS: FGBNMS Coral Mortality Event,"Flower Garden Banks NMS, TX",27.99,-94.04,Other,,,"On July 27, 2016 , the Flower Garden Banks National Marine Sanctuary Research Coordinator notified Dr. Steve Gittings of NOAA's National Marine Sanctuaries Office of what appears to be an unprecedented mass dieoff of numerous species of at least corals, sea urchins, brittle stars, and sponges over a large area.",2016,7,,"[('July 27, 2016', 'DATE'), ('the Flower Garden Banks National Marine Sanctuary Research Coordinator', 'ORG'), ('Steve Gittings', 'PERSON'), (""NOAA's National Marine Sanctuaries Office"", 'ORG')]"
9329,2016-07-28,Chevron Platform Discharge,"South Marsh Island Block 223, Offshore of Louisiana",29.4075,-91.99805556,Oil,"South Louisiana Crude Oil, Produced water",11.0,"On July 28, 2016, USCG MSU Morgan City notified the NOAA SSC of an approximately 12 gallon discharge of produced water and crude oil from the Chevron Platform in South Marsh Island Block 223, approximately 9 miles offshore of Marsh Island Refuge and requested an assessment as to the potential for shoreline oiling.  Given amount and type of product released, distance to shore, and environmental conditions, no shoreline oiling was anticipated.  No additional products requested. ",2016,7,"[('South Louisiana Crude Oil', 'LOC')]","[('July 28, 2016', 'DATE'), ('an approximately 12 gallon', 'QUANTITY'), ('the Chevron Platform', 'ORG'), ('South Marsh Island', 'GPE'), ('223', 'CARDINAL'), ('approximately 9 miles', 'QUANTITY'), ('Marsh Island Refuge', 'LOC')]"
9328,2016-07-28,PC Outlaw,"Long Island, Alaska",54.82166667,-132.6716667,Oil,diesel,450.0,,2016,7,[],
9327,2016-07-27,"TPIC Wellhead Leak, RMM 5, Southwest Pass"," Venice, LA ",29.08722222,-89.28555556,Oil,Crude Oil,2100.0,,2016,7,[],
9324,2016-07-25,FV Carmelina,"Dry Bay, Alaska",57.59,-155.72299999999998,Oil,diesel,250.0,,2016,7,[],
9325,2016-07-25,Hilcorp Energy Pipeline Leak,"Lake Grande Ecaille, LA",29.41838,-89.78053,Oil,Louisiana Sweet Crude,4200.0,,2016,7,"[('Louisiana', 'GPE')]",
9323,2016-07-24,FV Ambition,"False Pass, Alaska",55.13616999999999,-163.368,Oil,diesel,3000.0,,2016,7,[],
9322,2016-07-22,Swift Energy Pipeline Leak,"Barataria Bay, LA",29.40547222,-90.04633333,Oil,Crude Oil (likely Sweet Lousiana),,"On July 22, 2016, the USCG Marine Safety Unit in Houma, LA,  notified the NOAA SSC about a pipeline leak in Hackberry Bay, LA.  The pipeline is believed to be carrying crude oil, volume released and potential unknown at this point, but line has been shut in (RP Swift Energy). Preliminary Sheen report was dark oil 15 miles x 200 yards. Coast Guard aerial assets and surface team will be on-site this evening, OSROs enroute. Fate, trajectory, and resources at risk requested and in process.",2016,7,"[('Sweet Lousiana', 'PERSON')]","[('July 22, 2016', 'DATE'), ('the USCG Marine Safety Unit', 'ORG'), ('Houma', 'GPE'), ('LA', 'GPE'), ('Hackberry Bay', 'LOC'), ('LA', 'GPE'), ('RP Swift Energy', 'ORG'), ('Preliminary Sheen', 'ORG'), ('15 miles x 200 yards', 'QUANTITY'), ('Coast Guard', 'ORG'), ('this evening', 'TIME'), ('OSROs', 'ORG')]"
9321,2016-07-20,Mystery sheens,"Off Moss Landing Harbor, CA",36.80768333,-121.8083,Oil,,,"On 20-JULY-2016, a whale watch boat operating outside Moss Landing Harbor, CA reported two mystery sheens;  one was ?嚙篆ootball field-sized??and the other smaller.  USCG Sector San Francisco contacted their NOAA SSC to relay the report and to request trajectory support to determine if the sheens are likely to enter Moss Landing and/or threaten nearby shorelines.",2016,7,,"[('20-JULY-2016', 'CARDINAL'), ('Moss Landing Harbor', 'LOC'), ('CA', 'ORG'), ('two', 'CARDINAL'), ('one', 'CARDINAL'), ('USCG', 'ORG'), ('San Francisco', 'GPE'), ('trajectory', 'CARDINAL'), ('sheens', 'PERSON'), ('Moss Landing', 'GPE')]"
9320,2016-07-19,FV Taty Z,"Amlia Island, Alaska",52.11667,-173.88333,Oil,diesel,1600.0,,2016,7,[],
9317,2016-07-13,Saxon Harbor Marina,"Saxon Harbor, Iron County, Wisconsin",46.561563,-90.438477,Oil,Marine debris / gasoline / lube oil,,"On July 11, 2016, severe weather and flooding destroyed much of the Saxon Harbor Marina in Iron County, Wisconsin.  A total of 85 boats have been damaged or destroyed with 20 of those washing up on the Lake Superior shoreline and 6 boats still unaccounted for.  USCG reports very turbid water and debris 3 to 6 miles offshore.  No visible sheen at this time.  MSU Duluth contacted the NOAA SSC for trajectory and resources at risk support.",2016,7,"[('Marine debris /', 'ORG')]","[('July 11, 2016', 'DATE'), ('the Saxon Harbor Marina', 'ORG'), ('Iron County', 'GPE'), ('Wisconsin', 'GPE'), ('85', 'CARDINAL'), ('20', 'CARDINAL'), ('Lake Superior', 'LOC'), ('6', 'CARDINAL'), ('USCG', 'ORG'), ('3 to 6 miles', 'QUANTITY'), ('MSU', 'ORG'), ('Duluth', 'PRODUCT')]"
9316,2016-12-07,F/V Mickey Sue,"Tillamook Bay, OR",45.55,-123.92816670000002,Oil,Diesel,250.0,,2016,12,[],
9315,2016-11-07,F/V Captain Kevin,"Sabine Pass, TX",29.64805556,-93.82777778,Oil,Diesel,5000.0,,2016,11,[],
9314,2016-08-07,"Mystery Sheen, Green Canyon 205A","Offshore of Timbalier Island, LA",27.81277778,-90.51888889,Oil,Possible Crude Oil,,"On July 8, 2016, the USCG Marine Safety Unity in Morgan City notified the NOAA SSC about a mystery sheen reported by a third party in Green Canyon Block 205A.  Sheen was rainbow in color, and approximately 5 mile x 5 mile, source unknown. A previous sheen report was filed in the same location on July 3, 2016. USCG is investigating.  ",2016,8,[],"[('July 8, 2016', 'DATE'), ('the USCG Marine Safety Unity', 'ORG'), ('Morgan City', 'GPE'), ('third', 'ORDINAL'), ('Green Canyon Block', 'LOC'), ('Sheen', 'ORG'), ('approximately 5 mile x 5 mile', 'QUANTITY'), ('July 3, 2016', 'DATE'), ('USCG', 'ORG')]"
9312,2016-01-07,Beached whale carcass,"Dockweiler Beach, LA County, CA",33.94238889,-118.44425,Other,Whale,,"On 01-JULY-2016, NMFS Protected Resources Division in Long Beach, CA contacted their NOAA SSC to request trajectory support for a Humpback whale carcass beached near the Los Angeles International Airport (LAX).  They intend to tow the carcass offshore as soon as possible and want to know how far offshore to tow it so it does not re-beach during the upcoming holiday weekend.",2016,1,[],"[('NMFS Protected Resources Division', 'ORG'), ('Long Beach', 'GPE'), ('CA', 'ORG'), ('trajectory', 'CARDINAL'), ('Humpback', 'GPE'), ('the Los Angeles International Airport', 'FAC'), ('the upcoming holiday weekend', 'DATE')]"
9313,2016-01-07,P/C Ment-2-Be adrift,"Offshore of Point Sur, CA",36.11983333,-122.01616670000001,Other,Vessel adrift/marine debris,,"On 01-JULY-2016, the Monterey Bay National Marine Sanctuary contacted the regional NOAA SSC to request trajectory support for a drifting vessel. The 42ft wooden Grand Banks motor yacht was adrift and abandoned near Pt. Sur, CA.  The drift request is intended to assist the owner in locating the drifting vessel before it sinks or becomes grounded in the Sanctuary.",2016,1,[],"[('the Monterey Bay National Marine Sanctuary', 'ORG'), ('42ft wooden Grand Banks', 'QUANTITY'), ('CA', 'ORG'), ('Sanctuary', 'GPE')]"
9310,2016-06-30,FV Echo,"Nelson Lagoon, Alaska",55.82455,-161.917125,Oil,diesel,210.0,,2016,6,[],
9311,2016-06-30,Tug boat Potomac,"Tappanzee Bridge, NY",41.07009167,-73.88103056,Oil,,1000.0,,2016,6,,
9309,2016-06-30,T/V CHEM VENUS,"Portsmouth, NH",43.04474444,-70.71510556,Oil,,30000.0,,2016,6,,
9308,2016-06-29,Hudson Transmission Partners,"Hudson River, Edgewater, NJ",40.82835278,-73.97088056,Oil,Dielectric Fluid,,"On June 29, 2016, the USCG First District Command Center notified NOAA of a dielectric fluid leak in the Hudson River coming from a subsurface electric transmission line.",2016,6,[],"[('June 29, 2016', 'DATE'), ('the USCG First District Command Center', 'ORG'), ('the Hudson River', 'LOC')]"
9307,2016-06-28,Maywood Fire,"Los Angeles County, CA",34.0,-118.22,Chemical,Magnesium,,"On June 28, 2016, the National Weather Service forwarded a request from LA County for modeling support for a release of magnesium due to a fire in a metals recycling plant that occurred on June 14.",2016,6,[],"[('June 28, 2016', 'DATE'), ('the National Weather Service', 'ORG'), ('LA County', 'GPE'), ('June 14', 'DATE')]"
9305,2016-06-27,Energy Reserve 2 Discharge,"Breton Sound Block 32, LA",29.55777778,-89.325,Oil,Natural Gas and crude oil condensate,10.0,"On June 27, 2016, the USCG Sector New Orleans notified SSC regarding a discharge of crude oil from an Energy Reserve 2 well in Breton Sound, Block 32. the source, a pinhole leak on an out-of-service wellhead, has been secured. ",2016,6,"[('Natural Gas', 'ORG')]","[('June 27, 2016', 'DATE'), ('the USCG Sector New Orleans', 'ORG'), ('Energy Reserve', 'ORG'), ('Breton Sound', 'GPE'), ('32', 'CARDINAL')]"
9306,2016-06-27,MM26 Mobile River mystery gas,"Axis, AL",30.979731,-87.996658,Chemical,unknown,,"On June 27, 2016, the NOAA SSC received a request from USCG to help determine a possible source of a mystery bubbling gas near MM 26.6 in the Mobile River (near Axis, AL). A barge/tow transiting the river observed and reported to the USCG. Several possible sources, including a submerged pipeline,  are located in the vicinity of the report.",2016,6,[],"[('June 27, 2016', 'DATE'), ('USCG', 'ORG'), ('MM 26.6', 'FAC'), ('the Mobile River', 'LOC'), ('Axis', 'GPE'), ('AL', 'ORG'), ('USCG', 'ORG')]"
9304,2016-06-26,Lake Ontario Mystery Sheen,"Sunset Bay, Lake Ontario, New York",43.5236,-76.4079,Oil,Light petroleum product (hydraulic oil or mineral oil),60.0,"On June 28, 2016, the NOAA SSC was contacted by USCG Sector Buffalo regarding a mystery sheen along the Lake Ontario shoreline west of Sunset Bay.  Sheen was described as a light petroleum product approximately 1 nautical mile long by 30 yards wide.  USCG requested a trajectory for the sheen.   ",2016,6,[],"[('June 28, 2016', 'DATE'), ('USCG Sector Buffalo', 'ORG'), ('Lake Ontario', 'LOC'), ('Sunset Bay', 'LOC'), ('Sheen', 'ORG'), ('1 nautical mile', 'QUANTITY'), ('30 yards', 'QUANTITY'), ('USCG', 'ORG')]"
9303,2016-06-23,Halls Canyon Pipeline,"Ventura, CA",34.28,-119.26,Oil,,25200.0,,2016,6,,
9302,2016-06-20,FV Chippewa,"Unimak Island, Alaska",54.68167,-163.045,Oil,diesel,1000.0,,2016,6,[],
9300,2016-06-16,"Mystery Drum, floating, Vineyard Sound","Vineyard Sound, MA",41.375,-70.785,Oil,,,,2016,6,,
9299,2016-06-16,Mystery Sheen Owls Head,"Owls Head, Maine",44.06833333,-69.03833333,Oil,,,"On June 15, 2016, a USCG Aux. flight reported a 500 yard x 50 ft sheen about 1 nm SE of Owls Head, Maine.  The source was unknown. ",2016,6,,"[('June 15, 2016', 'DATE'), ('USCG Aux', 'ORG'), ('500', 'CARDINAL'), ('50', 'CARDINAL'), ('1 nm', 'QUANTITY'), ('Owls Head', 'GPE'), ('Maine', 'GPE')]"
9298,2016-06-15,Ocean 105,"Gulfport, MS",30.35675,-89.08891,Oil,marine diesel,,"On June 15, 2016, the NOAA SSC was notified of a diesel spill in Gulfport harbor, Mississippi.  The cause was reported as transfer line rupture. Red diesel observed in the water along the extent of the pier. USCG requesting support on fate and effects.",2016,6,[],"[('June 15, 2016', 'DATE'), ('Gulfport harbor', 'FAC'), ('Mississippi', 'GPE')]"
9297,2016-06-14,F/V Michelle Dawn,"1.5 miles SSW Mexico Beach, FL",29.92929,-85.43607,Oil,marine diesel fuel,200.0,,2016,6,"[('marine diesel', 'PERSON')]",
9294,2016-06-14,Mystery sheen,"Turtle Bay, LA",29.5425,-90.18138889,Oil,"Crude Oil, Produced Water",42.0,"On June 14, 2016, the USCG Sector NOLA contacted the NOAA SSC to request a hindcast for a mystery sheen reported in Little Lake, Turtle Bay, Louisiana (Jefferson Parish, NRC# 1150600). Source and responsible party were unknown, but suspected to be a pipeline from one of the facilities located on Turtle Bay. Hindcast and trajectory were provided. ",2016,6,[],"[('June 14, 2016', 'DATE'), ('Little Lake', 'LOC'), ('Turtle Bay', 'LOC'), ('Louisiana', 'GPE'), ('Jefferson Parish', 'PERSON'), ('NRC', 'ORG'), ('1150600', 'DATE'), ('one', 'CARDINAL'), ('Turtle Bay', 'LOC')]"
9296,2016-06-14,Navy Helicopter Crash,"Newport News, Virginia",37.68333333,-76.49466667,Oil,JP-5,400.0,,2016,6,[],
9295,2016-06-14,Unidentified Floating Containers,"Manasquan, NJ",40.08666667,-73.56666667,Chemical,Unknown,1000.0,,2016,6,[],
9293,2016-06-13,Mystery Sheen,"Mississippi Canyon Block 809, Offshore LA",28.15519444,-89.10380556,Oil,Crude Oil,,"On June 13,2016, the USCG MSU Morgan City contacted the NOAA SSC requesting additional information regarding a sheen reported in Mississippi Canyon Block 809.   SSC contacted satellite analyst for additional information, and cross-referenced reports with known facilities in ERMA.  OceanMap reports and map of nearby facilities provided to MSU Morgan City.  ",2016,6,[],"[('June 13,2016', 'DATE'), ('Mississippi', 'GPE'), ('OceanMap', 'ORG'), ('MSU Morgan City', 'GPE')]"
9292,2016-03-06,Union Pacific oil train derailment,"Mosier, OR",45.68543889,-121.40460559999998,Oil,Bakken Crude oil,,"On June 3, 2016, the USEPA notified the NOAA SSC that at approximately 12:40pm a Union Pacific unit train carrying Bakken crude oil derailed near the town of Mosier, Oregon, east of Hood River on the Oregon bank of the Columbia River.  Initial information reported was that 2 cars are on fire and no oil has reached the water. EPA responders are en route.  Trustees have been notified.",2016,3,"[('Bakken Crude', 'PERSON')]","[('June 3, 2016', 'DATE'), ('USEPA', 'ORG'), ('approximately 12:40pm', 'CARDINAL'), ('Union Pacific', 'ORG'), ('Bakken', 'PRODUCT'), ('Mosier', 'GPE'), ('Oregon', 'GPE'), ('Hood River', 'LOC'), ('Oregon', 'GPE'), ('the Columbia River', 'LOC'), ('2', 'CARDINAL'), ('EPA', 'ORG'), ('Trustees', 'PRODUCT')]"
9291,2016-02-06,Magellan Pipeline,"Spring, TX",30.05,-95.23,Oil,,,"On June 2, 2016, the USCG contacted the Houston SSC regarding a potential pipeline spill near Spring, TX.  The pipeline is at risk of damage due to flood conditions on Spring Creek and severe weather in the Houston region.  The pipeline has been shutdown and efforts are underway to remove gasoline from the line, but there is currently a potential of 650,000 gallons in the stretch of pipeline at risk.  Spring Creek flows into the San Jacinto River and Lake Houston.  The lake is part of the Houston water supply.  The USCG requested information on potential downstream transport and impacts to water quality.",2016,2,,"[('June 2, 2016', 'DATE'), ('USCG', 'ORG'), ('Houston', 'GPE'), ('Spring', 'DATE'), ('TX', 'ORG'), ('Spring Creek', 'GPE'), ('Houston', 'GPE'), ('650,000 gallons', 'QUANTITY'), ('Spring Creek', 'FAC'), ('the San Jacinto River', 'FAC'), ('Lake Houston', 'LOC'), ('Houston', 'GPE'), ('USCG', 'ORG')]"
9288,2016-05-28,Eagle Ford Discharge,"Beaumont, TX",30.07833333,-94.08333333,Oil,Eagle Ford Shale oil,600.0,,2016,5,"[('Eagle Ford Shale', 'PERSON')]",
9286,2016-05-27,M/V Roger Blough,"Lake Superior, Michigan",46.51166667,-84.61666667,Oil,Number 2 diesel,133141.0,,2016,5,"[('2', 'CARDINAL')]",
9285,2016-05-24,USS HOPPER,"Barbers Point, Oahu, HI",20.52,-158.48,Oil,Fuel oil 1-D,2000.0,,2016,5,[],
9282,2016-05-23,F/V JAMIE MARIE,"Ocean Shores, WA",46.93611667,-124.1753,Oil,Diesel,4500.0,,2016,5,[],
9284,2016-05-23,Indiana Train Derailment,South Whitley Indiana,41.08846667,-85.62791667,Chemical,molten phenol,,"On  May 23rd, 2016, the National Weather Service contacted NOAA's Emergency Response Division (ERD) regarding a train car derailment near South Whitley,  Indiana.  The damaged car was carrying molten phenol. The spill rate is unknown, the total amount of phenol in the damaged tank car is unknown.",2016,5,[],"[('May 23rd, 2016', 'DATE'), ('the National Weather Service', 'ORG'), (""NOAA's Emergency Response Division"", 'ORG'), ('South Whitley', 'GPE'), ('Indiana', 'GPE')]"
9281,2016-05-22,Mystery Sheen,"Viosca Knoll 859, Offshore Louisiana",28.98333333,-88.51666667,Oil,Crude oil (likely),,"On May 22, 2016, the USCG Sector NOLA notified the NOAA SSC about a mystery sheen in the vicinity of Viosca Knoll 859 block.  The sheen, reported by third party overflying the area, was described as rainbow, extending 1 mile x 1 miles. ",2016,5,[],"[('May 22, 2016', 'DATE'), ('Viosca Knoll 859', 'PRODUCT'), ('third', 'ORDINAL'), ('1 mile x 1 miles', 'QUANTITY')]"
9280,2016-05-20,M/V ULTRA LASCAR,"Outside San Francisco Bay, CA",37.6695,-122.5745,Oil,Fuel oil,166320.0,,2016,5,[],
9289,2016-05-20,Whale carcass,"Chatham, Mass",41.653220000000005,-69.95488,Other,,,"On June 1, 2016, the National Marine Fisheries Service contacted ERD with a request for a hindcast of a whale carcass found near Chatham, MA, on May 5, 2016.",2016,5,,"[('June 1, 2016', 'DATE'), ('the National Marine Fisheries Service', 'ORG'), ('Chatham', 'GPE'), ('MA', 'GPE'), ('May 5, 2016', 'DATE')]"
9279,2016-05-17,ADVs MSD Panama City 2016,"Apalachicola, FL",29.736909999999998,-84.99775,Oil,,,"On May 17, 2016, the NOAA SSC was notified by the USCG regarding planned abandoned derelict vessel removals in vicinity of Apalachicola River. Two vessels were identified as targets for removal and others in area are being assessed.",2016,5,,"[('May 17, 2016', 'DATE'), ('USCG', 'ORG'), ('Apalachicola River', 'LOC'), ('Two', 'CARDINAL')]"
9278,2016-05-13,Mystery Spill Pemaquid Point,"Pemaquid Point, Maine",43.78333333,-69.51666667,Oil,,250.0,,2016,5,,
9277,2016-12-05,Green Canyon 248,"Green Canyon Block 248, Gulf of Mexico",27.73059444,-90.57045278,Oil,Louisiana Crude,88200.0,,2016,12,"[('Louisiana Crude', 'PERSON')]",
9276,2016-10-05,MC 430 Sheen,Mississippi Canyon block 430 (MC430),28.56666667,-88.24166667,Oil,crude oil or condensate,,"On May 10, 2016, the USCG Marine Safety Unit Morgan City contacted the NOAA Regional Response Officer regarding a sheen in the vicinity of Mississippi Canyon (MC)430.  The sheen was reported to have the dimensions of 5 miles x 25ft. The commodity of concern is unknown but is suspected to be either condensate or crude oil. The USCG requested NOAA trajectory and potential fate of of the sheen.",2016,10,[],"[('May 10, 2016', 'DATE'), ('the USCG Marine Safety Unit Morgan City', 'ORG'), ('the NOAA Regional Response Officer', 'PRODUCT'), ('Mississippi Canyon', 'LOC'), ('MC)430', 'ORG'), ('5 miles x 25ft', 'QUANTITY'), ('USCG', 'ORG')]"
9275,2016-08-05,Sheen Reports,"off Bolinas, CA",37.86805556,-122.69388889999999,Oil,,,"On May 8, 2016, USCG Sector San Francisco contacted the SSC to relay two separate (but nearby) sheen reports offshore of Bolinas CA.  The first sheen report from a charter fishing vessel was of a 1 mile x 100 yd rainbow sheen at 0930 hrs, but no orientation description.  The second report from the Tug Arthur Brusco was of a N/S oriented sheen approximately 12 NM from the earlier report and within the vessel Traffic Separation Scheme outside the entrance to San Francisco Bay.  USCG requested a hindcast trajectory to determine if the two sheen reports might be related and to narrow down the potential source(s).",2016,8,,"[('May 8, 2016', 'DATE'), ('USCG Sector San Francisco', 'ORG'), ('two', 'CARDINAL'), ('Bolinas CA', 'ORG'), ('first', 'ORDINAL'), ('a 1 mile x 100 yd rainbow', 'QUANTITY'), ('0930', 'DATE'), ('second', 'ORDINAL'), ('the Tug Arthur Brusco', 'FAC'), ('N/S', 'ORG'), ('NM', 'ORG'), ('Traffic Separation Scheme', 'ORG'), ('San Francisco Bay', 'LOC'), ('USCG', 'ORG'), ('two', 'CARDINAL'), ('sheen', 'ORG')]"
9273,2016-06-05,Military Harrier Jet Crash,"Wrightsville Beach, NC",34.23083333,-77.72316667,Oil,JP-5,1600.0,,2016,6,[],
9271,2016-04-05,Floating barrel,"San Francisco Bay, CA",37.81116667,-122.3525,Chemical,Barrel,,"On May 4, 2016, USCG Sector San Francisco called the NOAA SSC reporting a barrel floating high in the water within San Francisco Bay between Yerba Buena Island and the Port of Oakland.  Sector requested trajectory support to assist in recovery operations.  Barrel contents unknown.",2016,4,[],"[('May 4, 2016', 'DATE'), ('USCG Sector San Francisco', 'ORG'), ('San Francisco Bay', 'LOC'), ('Yerba Buena Island', 'GPE'), ('the Port of Oakland', 'FAC'), ('Barrel', 'ORG')]"
9272,2016-04-05,"Mystery Spill, Laysan Island, HI","Laysan Island, NWHI.",25.76,-171.73,Oil,Unknown,,"On May 3, 2016, wildlife research crews on Laysan Island in the Papah?naumoku?kea Marine National Monument in the Northwestern Hawaiian Islands reported an oiled Laysan duck and observed a brownish slick just offshore of the island.  The slick was reported to the National Response Center on May 4, 2016 and staff from the ONMS notified the NOAA SSC.   Laysan is approximately 800 nautical miles NW of Honolulu. ",2016,4,[],"[('May 3, 2016', 'DATE'), ('Laysan Island', 'LOC'), ('the Papah?naumoku?kea Marine National Monument', 'FAC'), ('the Northwestern Hawaiian Islands', 'LOC'), ('Laysan', 'PERSON'), ('the National Response Center', 'ORG'), ('May 4, 2016', 'DATE'), ('ONMS', 'ORG'), ('Laysan', 'GPE'), ('approximately 800', 'CARDINAL'), ('Honolulu', 'GPE')]"
9270,2016-04-28,Drifting S/V KENTUCKY WOMAN,"Off Point A簽o Nuevo, CA",37.09,-123.05,Other,Marine debris,0.0,"On 25-APR-2016, the S/V KENTUCKY WOMAN was reportedly taking on water 50 NM SW of the entrance to San Francisco Bay and called the USCG for assistance.  The crew was rescued via USCG helicopter and the vessel was left to drift. The Monterey Bay NMS contacted the NOAA SSC requesting trajectory support to assist in locating the vessel before it sank or became grounded in the Sanctuary. ",2016,4,[],"[('25-APR-2016', 'CARDINAL'), ('the S/V KENTUCKY', 'PRODUCT'), ('50', 'CARDINAL'), ('San Francisco Bay', 'LOC'), ('USCG', 'ORG'), ('USCG', 'ORG'), ('The Monterey Bay NMS', 'ORG')]"
9269,2016-04-27,M/V Shelf Venture,"Baptiste Collette, LA",29.34761667,-89.30363333,Oil,Marine Diesel,2000.0,,2016,4,"[('Marine Diesel', 'PERSON')]",
9268,2016-04-22,UTV Ricky Lebeouf,"Channelview, TX",29.7875,-95.06652778,Oil,Diesel,10000.0,,2016,4,[],
9267,2016-04-20,Sunken Barge EMS 319,"MM 92.5, Mississippi River, New Orleans",29.95305556,-90.02805556,Oil,Crude Oil (Sweet Lousiana Crude),1050000.0,,2016,4,[],
9266,2016-04-15,F/V PRIVATEER,"Ocean Shores, WA",46.933895,-124.17638999999998,Oil,Diesel,6000.0,,2016,4,[],
9263,2016-04-04,F/V Volga,"Resurrection Bay, Alaska",59.93044444,-149.3228333,Oil,diesel,500.0,,2016,4,[],
9261,2016-04-04,Isles of Shoals Mystery Sheen,"Isles of Shoals, NH",43.03333333,-70.6,Oil,Oil,,"On April 4, 2016 a fishing boat reported three 100yd x 100yd mystery sheens in the area the Isle of Shoals, New Hampshire. Sector Northern New England requested NOAA to hindcast sheens in order to determine the origin of the sheen. ",2016,4,[],"[('April 4, 2016', 'DATE'), ('three 100', 'CARDINAL'), ('100', 'CARDINAL'), ('the Isle of Shoals', 'ORG'), ('New Hampshire', 'GPE')]"
